,Subject,manipulation,Manipulation,Stimulation,Session,VisualF,Response,StartTime
67,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,384.94469430000026
68,S30,UR,Attended Visual Field,Active,Post_1,Right,1,390.92510630000015
69,S30,UR,Ignored Visual Field,Active,Post_1,Left,0,398.1087935000005
70,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,403.7847351999999
71,S30,UR,Attended Visual Field,Active,Post_1,Right,1,409.5653699000004
72,S30,UR,Attended Visual Field,Active,Post_1,Right,0,414.8460259000003
73,S30,UR,Attended Visual Field,Active,Post_1,Right,0,420.3762385999999
74,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,425.8737380000002
75,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,432.3908996
76,S30,UR,Attended Visual Field,Active,Post_1,Right,1,437.667633
77,S30,UR,Attended Visual Field,Active,Post_1,Right,1,443.5979335000002
78,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,449.3448728000003
79,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,454.6755787000002
80,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,459.98953340000025
81,S30,UR,Ignored Visual Field,Active,Post_1,Left,0,465.81974009999976
82,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,471.35034200000064
83,S30,UR,Attended Visual Field,Active,Post_1,Right,1,476.9174463999998
84,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,482.1446806000004
85,S30,UR,Attended Visual Field,Active,Post_1,Right,0,487.7419055999999
86,S30,UR,Attended Visual Field,Active,Post_1,Right,0,493.0720296
87,S30,UR,Attended Visual Field,Active,Post_1,Right,1,499.0694322999998
88,S30,UR,Attended Visual Field,Active,Post_1,Right,1,506.20340769999984
89,S30,UR,Attended Visual Field,Active,Post_1,Right,1,511.3295809000001
90,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,516.6771156000004
91,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,522.0078730000005
92,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,527.3884887000004
93,S30,UR,Ignored Visual Field,Active,Post_1,Left,0,532.7021364000002
94,S30,UR,Attended Visual Field,Active,Post_1,Right,0,538.1828190000006
95,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,543.5134987000001
96,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,548.8936868000001
97,S30,UR,Attended Visual Field,Active,Post_1,Right,1,554.3577034999998
98,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,559.6717570999999
99,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,565.2519882000006
100,S30,UR,Attended Visual Field,Active,Post_1,Right,1,570.6829082000004
101,S30,UR,Ignored Visual Field,Active,Post_1,Left,0,576.2462432000002
102,S30,UR,Attended Visual Field,Active,Post_1,Right,0,581.6936610000002
103,S30,UR,Attended Visual Field,Active,Post_1,Right,1,589.2941799
104,S30,UR,Ignored Visual Field,Active,Post_1,Left,1,594.5871152999998
105,S30,UR,Attended Visual Field,Active,Post_1,Right,1,599.8513125999998
0,S31,Bi,Control,Active,Post_1,Right,0,2.920000406447798e-05
1,S31,Bi,Control,Active,Post_1,Left,0,5.350028200002271
2,S31,Bi,Control,Active,Post_1,Right,1,10.48054069999489
3,S31,Bi,Control,Active,Post_1,Right,1,15.577962499999558
4,S31,Bi,Control,Active,Post_1,Right,0,20.85858919999737
5,S31,Bi,Control,Active,Post_1,Left,1,26.12279579999449
6,S31,Bi,Control,Active,Post_1,Right,1,31.37004930000694
7,S31,Bi,Control,Active,Post_1,Left,1,36.650574800005415
8,S31,Bi,Control,Active,Post_1,Left,1,41.914614299996174
9,S31,Bi,Control,Active,Post_1,Right,1,47.245133599994006
10,S31,Bi,Control,Active,Post_1,Right,0,52.60901549999835
11,S31,Bi,Control,Active,Post_1,Left,1,57.95641739999701
12,S31,Bi,Control,Active,Post_1,Left,1,63.187152099999366
13,S31,Bi,Control,Active,Post_1,Left,1,68.35107780000544
14,S31,Bi,Control,Active,Post_1,Left,1,73.69865120000031
15,S31,Bi,Control,Active,Post_1,Right,0,78.82896549999714
16,S31,Bi,Control,Active,Post_1,Left,1,84.09313779999502
17,S31,Bi,Control,Active,Post_1,Right,0,89.09058269999514
18,S31,Bi,Control,Active,Post_1,Left,0,94.58779140000117
19,S31,Bi,Control,Active,Post_1,Left,1,99.93493069999386
20,S31,Bi,Control,Active,Post_1,Right,1,105.49872040000628
21,S31,Bi,Control,Active,Post_1,Right,1,110.62944800000696
22,S31,Bi,Control,Active,Post_1,Left,0,115.72699300000386
23,S31,Bi,Control,Active,Post_1,Right,1,120.94105839999976
24,S31,Bi,Control,Active,Post_1,Right,1,126.4379928999988
25,S31,Bi,Control,Active,Post_1,Left,1,131.63543140000547
26,S31,Bi,Control,Active,Post_1,Right,1,136.8162994000013
27,S31,Bi,Control,Active,Post_1,Left,1,142.13020430000324
28,S31,Bi,Control,Active,Post_1,Left,0,147.1776286999957
29,S31,Bi,Control,Active,Post_1,Right,1,152.47591720000491
30,S31,Bi,Control,Active,Post_1,Right,1,157.57242840000254
31,S31,Bi,Control,Active,Post_1,Right,1,163.0194385000068
32,S31,Bi,Control,Active,Post_1,Right,1,168.1169663000037
33,S31,Bi,Control,Active,Post_1,Right,1,173.29781309999817
34,S31,Bi,Control,Active,Post_1,Left,0,178.54484230000526
35,S31,Bi,Control,Active,Post_1,Right,1,183.5425288999977
36,S31,Bi,Control,Active,Post_1,Left,1,188.77309279999463
37,S31,Bi,Control,Active,Post_1,Left,0,194.05354209999496
38,S31,Bi,Control,Active,Post_1,Right,1,199.23428689999852
39,S31,Bi,Control,Active,Post_1,Left,1,204.3984134000057
40,S31,Bi,Control,Active,Post_1,Right,1,209.58005020000564
41,S31,Bi,Control,Active,Post_1,Left,0,214.87667769999825
42,S31,Bi,Control,Active,Post_1,Right,0,220.0902961999964
43,S31,Bi,Control,Active,Post_1,Right,1,225.287874200003
44,S31,Bi,Control,Active,Post_1,Left,0,230.45165030000496
45,S31,Bi,Control,Active,Post_1,Left,0,235.7489110000024
46,S31,Bi,Control,Active,Post_1,Right,1,241.2294645999937
47,S31,Bi,Control,Active,Post_1,Left,1,246.6770269999979
48,S31,Bi,Control,Active,Post_1,Left,1,251.8407086999941
49,S31,Bi,Control,Active,Post_1,Left,1,257.0882374000066
50,S31,Bi,Control,Active,Post_1,Left,1,262.31895640000585
51,S31,Bi,Control,Active,Post_1,Left,0,267.6661471999978
52,S31,Bi,Control,Active,Post_1,Right,1,272.846753100006
53,S31,Bi,Control,Active,Post_1,Right,0,278.12744500000554
54,S31,Bi,Control,Active,Post_1,Left,0,283.2746276999969
55,S31,Bi,Control,Active,Post_1,Right,1,288.6385575000022
56,S31,Bi,Control,Active,Post_1,Left,1,293.81921869999496
57,S31,Bi,Control,Active,Post_1,Right,0,298.96696960000554
58,S31,Bi,Control,Active,Post_1,Left,0,304.39742229999683
59,S31,Bi,Control,Active,Post_1,Right,1,309.611112700004
60,S31,Bi,Control,Active,Post_1,Right,1,315.1583640000026
61,S31,Bi,Control,Active,Post_1,Left,1,320.52221629999985
62,S31,Bi,Control,Active,Post_1,Left,0,328.68529259999923
63,S31,Bi,Control,Active,Post_1,Right,0,333.8323551999929
64,S31,Bi,Control,Active,Post_1,Right,1,338.9630158999935
65,S31,Bi,Control,Active,Post_1,Right,1,344.1103938000015
66,S31,Bi,Control,Active,Post_1,Right,1,349.3410869999934
67,S31,Bi,Control,Active,Post_1,Right,1,354.7216877000028
68,S31,Bi,Control,Active,Post_1,Right,1,359.7856049999973
69,S31,Bi,Control,Active,Post_1,Left,1,365.066553800003
70,S31,Bi,Control,Active,Post_1,Right,1,370.2638103000063
71,S31,Bi,Control,Active,Post_1,Left,1,375.5111693999934
72,S31,Bi,Control,Active,Post_1,Right,0,380.60838609999337
73,S31,Bi,Control,Active,Post_1,Right,1,386.07239899999695
74,S31,Bi,Control,Active,Post_1,Right,1,391.3363597999996
75,S31,Bi,Control,Active,Post_1,Right,1,396.48377510000137
76,S31,Bi,Control,Active,Post_1,Left,0,401.69790290000674
77,S31,Bi,Control,Active,Post_1,Left,1,407.1116688000038
78,S31,Bi,Control,Active,Post_1,Left,0,412.2923645999981
79,S31,Bi,Control,Active,Post_1,Right,1,417.5229561000015
80,S31,Bi,Control,Active,Post_1,Left,1,422.7701381999941
81,S31,Bi,Control,Active,Post_1,Right,1,428.067918700006
82,S31,Bi,Control,Active,Post_1,Right,0,433.36478910000005
83,S31,Bi,Control,Active,Post_1,Left,0,438.5290219000017
84,S31,Bi,Control,Active,Post_1,Right,1,443.6595873000042
85,S31,Bi,Control,Active,Post_1,Left,1,449.107096599997
86,S31,Bi,Control,Active,Post_1,Right,1,454.3874377000029
87,S31,Bi,Control,Active,Post_1,Right,1,459.53466320000007
88,S31,Bi,Control,Active,Post_1,Right,0,465.0991131000046
89,S31,Bi,Control,Active,Post_1,Right,1,470.5459205999941
90,S31,Bi,Control,Active,Post_1,Left,0,475.8098478000029
91,S31,Bi,Control,Active,Post_1,Right,1,481.02390600000217
92,S31,Bi,Control,Active,Post_1,Right,1,486.2877861000016
93,S31,Bi,Control,Active,Post_1,Right,0,491.4023508999962
94,S31,Bi,Control,Active,Post_1,Left,0,496.8326268999954
95,S31,Bi,Control,Active,Post_1,Right,1,502.0463291000051
96,S31,Bi,Control,Active,Post_1,Left,1,507.2105299999967
97,S31,Bi,Control,Active,Post_1,Left,1,512.5244147000049
98,S31,Bi,Control,Active,Post_1,Left,1,517.8881366999994
99,S31,Bi,Control,Active,Post_1,Left,1,523.0189906000014
100,S31,Bi,Control,Active,Post_1,Right,1,528.3497246000043
101,S31,Bi,Control,Active,Post_1,Left,1,533.7136725000018
102,S31,Bi,Control,Active,Post_1,Left,1,538.9295200000051
103,S31,Bi,Control,Active,Post_1,Right,1,544.0417637000064
104,S31,Bi,Control,Active,Post_1,Right,1,549.255719599998
105,S31,Bi,Control,Active,Post_1,Right,1,554.3531413000019
106,S31,Bi,Control,Active,Post_1,Right,0,559.5672289000067
107,S31,Bi,Control,Active,Post_1,Left,1,564.6143866000057
108,S31,Bi,Control,Active,Post_1,Left,0,569.7119027000008
109,S31,Bi,Control,Active,Post_1,Right,0,574.8259946000035
110,S31,Bi,Control,Active,Post_1,Left,0,580.1567032000021
111,S31,Bi,Control,Active,Post_1,Left,0,585.6716447999934
112,S31,Bi,Control,Active,Post_1,Right,1,590.9509556999983
113,S31,Bi,Control,Active,Post_1,Left,1,596.131965099994
0,S32,UL,Attended Visual Field,Active,Post_1,Left,1,1.9500002963468432e-05
1,S32,UL,Attended Visual Field,Active,Post_1,Left,0,5.2362265000119805
2,S32,UL,Attended Visual Field,Active,Post_1,Left,1,10.40043510000396
3,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,15.74747300001036
4,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,20.861869600004862
5,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,26.375685200007865
6,S32,UL,Attended Visual Field,Active,Post_1,Left,0,31.73945320000348
7,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,36.97035330001381
8,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,42.16739580000285
9,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,47.28162970000994
10,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,52.44555430000764
11,S32,UL,Attended Visual Field,Active,Post_1,Left,0,57.60954160000256
12,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,62.95708670000022
13,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,68.75398170000699
14,S32,UL,Attended Visual Field,Active,Post_1,Left,1,73.88496430001396
15,S32,UL,Attended Visual Field,Active,Post_1,Left,1,79.21530450000137
16,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,84.87951420000172
17,S32,UL,Attended Visual Field,Active,Post_1,Left,0,90.12660360000154
18,S32,UL,Attended Visual Field,Active,Post_1,Left,1,95.34076690000074
19,S32,UL,Attended Visual Field,Active,Post_1,Left,1,100.53779100000976
20,S32,UL,Attended Visual Field,Active,Post_1,Left,0,105.7348253000091
21,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,110.99936660000822
22,S32,UL,Attended Visual Field,Active,Post_1,Left,1,116.12981780001428
23,S32,UL,Attended Visual Field,Active,Post_1,Left,1,121.443783300012
24,S32,UL,Attended Visual Field,Active,Post_1,Left,1,126.65774120000424
25,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,131.88842860001023
26,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,137.1692655000079
27,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,145.89766100000998
28,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,151.32861510000657
29,S32,UL,Attended Visual Field,Active,Post_1,Left,1,156.37606370000867
30,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,161.839916300014
31,S32,UL,Attended Visual Field,Active,Post_1,Left,1,167.136962900011
32,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,172.8007185000024
33,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,177.89815970000927
34,S32,UL,Attended Visual Field,Active,Post_1,Left,1,183.6116614000057
35,S32,UL,Attended Visual Field,Active,Post_1,Left,0,188.6758322000096
36,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,194.05664510000497
37,S32,UL,Attended Visual Field,Active,Post_1,Left,1,199.1875955000141
38,S32,UL,Attended Visual Field,Active,Post_1,Left,1,204.334537200004
39,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,209.48212840000636
40,S32,UL,Attended Visual Field,Active,Post_1,Left,1,214.82903610001085
41,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,220.2762752000126
42,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,225.9734201000101
43,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,231.4373583000124
44,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,236.63459760000117
45,S32,UL,Attended Visual Field,Active,Post_1,Left,1,247.44321700000728
46,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,252.57632210000884
47,S32,UL,Attended Visual Field,Active,Post_1,Left,1,257.75732000000426
48,S32,UL,Attended Visual Field,Active,Post_1,Left,1,263.1875857000123
49,S32,UL,Attended Visual Field,Active,Post_1,Left,1,268.285074600004
50,S32,UL,Attended Visual Field,Active,Post_1,Left,0,276.2811434000032
51,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,281.77854080000543
52,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,286.84226900000067
53,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,295.75440220000746
54,S32,UL,Attended Visual Field,Active,Post_1,Left,1,300.81842240001424
55,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,316.3020857000083
56,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,321.3579910000117
57,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,326.63865140000416
58,S32,UL,Attended Visual Field,Active,Post_1,Left,1,335.0853441000072
59,S32,UL,Attended Visual Field,Active,Post_1,Left,1,343.0300419000123
60,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,354.6742920000106
61,S32,UL,Attended Visual Field,Active,Post_1,Left,1,360.0052136000013
62,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,365.2687927000079
63,S32,UL,Attended Visual Field,Active,Post_1,Left,1,370.7992041000107
64,S32,UL,Attended Visual Field,Active,Post_1,Left,1,375.9965670000093
65,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,381.0938606000127
66,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,386.2912416000036
67,S32,UL,Attended Visual Field,Active,Post_1,Left,1,391.4889125000045
68,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,396.55258260000846
69,S32,UL,Attended Visual Field,Active,Post_1,Left,1,401.6336124000081
70,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,406.7143157000101
71,S32,UL,Attended Visual Field,Active,Post_1,Left,1,415.7432820000104
72,S32,UL,Attended Visual Field,Active,Post_1,Left,1,422.66058560000965
73,S32,UL,Attended Visual Field,Active,Post_1,Left,0,427.8369208000077
74,S32,UL,Attended Visual Field,Active,Post_1,Left,1,433.2839315000019
75,S32,UL,Attended Visual Field,Active,Post_1,Left,1,443.9158445000066
76,S32,UL,Attended Visual Field,Active,Post_1,Left,1,449.12558470001386
77,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,454.2898735000053
78,S32,UL,Attended Visual Field,Active,Post_1,Left,1,478.4607160000014
79,S32,UL,Attended Visual Field,Active,Post_1,Left,1,483.7413355000026
80,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,489.0218477000017
81,S32,UL,Attended Visual Field,Active,Post_1,Left,1,494.0027305000112
82,S32,UL,Attended Visual Field,Active,Post_1,Left,1,498.9669068000076
83,S32,UL,Attended Visual Field,Active,Post_1,Left,1,504.1309697000106
84,S32,UL,Attended Visual Field,Active,Post_1,Left,1,509.1948931000079
85,S32,UL,Attended Visual Field,Active,Post_1,Left,0,514.3090890000021
86,S32,UL,Attended Visual Field,Active,Post_1,Left,1,519.5730275000096
87,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,528.7728481000086
88,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,533.899207200011
89,S32,UL,Attended Visual Field,Active,Post_1,Left,0,539.0296615000116
90,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,544.0440006999997
91,S32,UL,Attended Visual Field,Active,Post_1,Left,1,549.0746860000072
92,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,554.1886470000027
93,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,560.1024873000133
94,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,565.3829089000064
95,S32,UL,Attended Visual Field,Active,Post_1,Left,0,570.4804898000002
96,S32,UL,Attended Visual Field,Active,Post_1,Left,1,575.6109856000112
97,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,580.7086103000038
98,S32,UL,Ignored Visual Field,Active,Post_1,Right,0,591.9029283000127
99,S32,UL,Ignored Visual Field,Active,Post_1,Right,1,597.4665703000064
0,S33,Bi,Control,Active,Post_1,Left,1,2.7099998987978324e-05
1,S33,Bi,Control,Active,Post_1,Right,0,5.355171699999119
2,S33,Bi,Control,Active,Post_1,Right,1,10.518848399999117
3,S33,Bi,Control,Active,Post_1,Left,0,15.717451799999251
4,S33,Bi,Control,Active,Post_1,Left,1,21.04797569999937
5,S33,Bi,Control,Active,Post_1,Left,0,26.136680999999957
6,S33,Bi,Control,Active,Post_1,Right,0,31.724353199999317
7,S33,Bi,Control,Active,Post_1,Left,0,37.09037779999926
8,S33,Bi,Control,Active,Post_1,Left,1,45.10105180000028
9,S33,Bi,Control,Active,Post_1,Left,1,50.44900419999976
10,S33,Bi,Control,Active,Post_1,Right,0,55.78034509999998
11,S33,Bi,Control,Active,Post_1,Right,0,64.31400810000014
12,S33,Bi,Control,Active,Post_1,Left,0,70.07378900000003
13,S33,Bi,Control,Active,Post_1,Left,1,75.5531665999988
14,S33,Bi,Control,Active,Post_1,Right,1,81.0682154999995
15,S33,Bi,Control,Active,Post_1,Left,1,86.53214619999926
16,S33,Bi,Control,Active,Post_1,Left,1,92.07690739999998
17,S33,Bi,Control,Active,Post_1,Left,1,97.75954350000028
18,S33,Bi,Control,Active,Post_1,Left,1,103.33868299999996
19,S33,Bi,Control,Active,Post_1,Left,1,108.80298129999936
20,S33,Bi,Control,Active,Post_1,Left,1,114.43257230000016
21,S33,Bi,Control,Active,Post_1,Left,1,121.2850518999985
22,S33,Bi,Control,Active,Post_1,Right,1,127.20958520000022
23,S33,Bi,Control,Active,Post_1,Left,0,132.60651039999902
24,S33,Bi,Control,Active,Post_1,Left,1,138.02184829999896
25,S33,Bi,Control,Active,Post_1,Right,0,143.1842799999995
26,S33,Bi,Control,Active,Post_1,Right,0,148.54898559999856
27,S33,Bi,Control,Active,Post_1,Right,0,153.94609329999912
28,S33,Bi,Control,Active,Post_1,Left,1,159.42651569999907
29,S33,Bi,Control,Active,Post_1,Right,1,164.9065290999988
30,S33,Bi,Control,Active,Post_1,Left,1,170.32598119999966
31,S33,Bi,Control,Active,Post_1,Right,1,175.8546594999989
32,S33,Bi,Control,Active,Post_1,Right,1,181.31525279999917
33,S33,Bi,Control,Active,Post_1,Left,1,186.6625593999997
34,S33,Bi,Control,Active,Post_1,Right,1,192.1610170999993
35,S33,Bi,Control,Active,Post_1,Right,0,197.67420489999856
36,S33,Bi,Control,Active,Post_1,Left,0,203.15347139999903
37,S33,Bi,Control,Active,Post_1,Right,1,208.4511753999996
38,S33,Bi,Control,Active,Post_1,Right,1,213.6492003000003
39,S33,Bi,Control,Active,Post_1,Right,0,219.1623615999997
40,S33,Bi,Control,Active,Post_1,Left,1,224.84235679999983
41,S33,Bi,Control,Active,Post_1,Left,1,230.20716609999909
42,S33,Bi,Control,Active,Post_1,Right,1,235.60464279999903
43,S33,Bi,Control,Active,Post_1,Left,1,242.62671549999868
44,S33,Bi,Control,Active,Post_1,Left,0,247.9816293999993
45,S33,Bi,Control,Active,Post_1,Left,0,253.29678729999975
46,S33,Bi,Control,Active,Post_1,Right,0,258.7099909999997
47,S33,Bi,Control,Active,Post_1,Left,0,264.1398032999987
48,S33,Bi,Control,Active,Post_1,Right,0,269.3701605999995
49,S33,Bi,Control,Active,Post_1,Right,0,274.8341927999991
50,S33,Bi,Control,Active,Post_1,Right,1,282.32760659999985
51,S33,Bi,Control,Active,Post_1,Right,0,287.81186549999984
52,S33,Bi,Control,Active,Post_1,Right,0,292.9916474999991
53,S33,Bi,Control,Active,Post_1,Right,1,298.3390010000003
54,S33,Bi,Control,Active,Post_1,Right,1,305.89557349999995
55,S33,Bi,Control,Active,Post_1,Left,0,315.7291405999986
56,S33,Bi,Control,Active,Post_1,Left,1,321.1272337999999
57,S33,Bi,Control,Active,Post_1,Left,1,326.8084571999989
58,S33,Bi,Control,Active,Post_1,Left,1,332.2554388999997
59,S33,Bi,Control,Active,Post_1,Right,1,338.7810107999994
60,S33,Bi,Control,Active,Post_1,Right,0,347.2557469000003
61,S33,Bi,Control,Active,Post_1,Left,1,352.5944963999991
62,S33,Bi,Control,Active,Post_1,Left,1,358.04244610000023
63,S33,Bi,Control,Active,Post_1,Right,1,363.55627169999934
64,S33,Bi,Control,Active,Post_1,Left,1,369.80052299999807
65,S33,Bi,Control,Active,Post_1,Right,0,375.0146509999977
66,S33,Bi,Control,Active,Post_1,Right,0,380.4784268000003
67,S33,Bi,Control,Active,Post_1,Right,1,385.52584750000096
68,S33,Bi,Control,Active,Post_1,Left,1,390.6398595999999
69,S33,Bi,Control,Active,Post_1,Right,1,395.9375727999977
70,S33,Bi,Control,Active,Post_1,Right,0,401.2678754999979
71,S33,Bi,Control,Active,Post_1,Left,0,411.2672104000012
72,S33,Bi,Control,Active,Post_1,Right,1,421.3412621999996
73,S33,Bi,Control,Active,Post_1,Right,1,426.4049722999989
74,S33,Bi,Control,Active,Post_1,Right,1,431.5191115999987
75,S33,Bi,Control,Active,Post_1,Left,1,436.8998620999992
76,S33,Bi,Control,Active,Post_1,Left,0,442.0303385000007
77,S33,Bi,Control,Active,Post_1,Right,1,447.4775908999982
78,S33,Bi,Control,Active,Post_1,Right,0,452.77495369999815
79,S33,Bi,Control,Active,Post_1,Right,0,457.9393966999996
80,S33,Bi,Control,Active,Post_1,Left,1,465.9348513000005
81,S33,Bi,Control,Active,Post_1,Left,1,471.265606500001
82,S33,Bi,Control,Active,Post_1,Left,1,476.3460831000011
83,S33,Bi,Control,Active,Post_1,Left,0,481.5770765999987
84,S33,Bi,Control,Active,Post_1,Right,0,486.7740622999991
85,S33,Bi,Control,Active,Post_1,Left,0,491.90446689999953
86,S33,Bi,Control,Active,Post_1,Left,1,496.9023875999992
87,S33,Bi,Control,Active,Post_1,Left,1,502.33392989999993
88,S33,Bi,Control,Active,Post_1,Left,0,507.5802198999991
89,S33,Bi,Control,Active,Post_1,Right,1,512.677311200001
90,S33,Bi,Control,Active,Post_1,Right,1,517.6917386999994
91,S33,Bi,Control,Active,Post_1,Left,0,523.7883995999982
92,S33,Bi,Control,Active,Post_1,Left,0,528.9362335000005
93,S33,Bi,Control,Active,Post_1,Right,0,534.1501021000004
94,S33,Bi,Control,Active,Post_1,Left,1,539.2310184999988
95,S33,Bi,Control,Active,Post_1,Left,1,544.3115805999987
96,S33,Bi,Control,Active,Post_1,Left,1,552.0077667999976
97,S33,Bi,Control,Active,Post_1,Right,1,557.3214847999989
98,S33,Bi,Control,Active,Post_1,Right,1,562.6521701999991
99,S33,Bi,Control,Active,Post_1,Right,0,567.9495232000008
100,S33,Bi,Control,Active,Post_1,Left,1,573.2975463000002
101,S33,Bi,Control,Active,Post_1,Right,0,582.4977980000003
102,S33,Bi,Control,Active,Post_1,Right,1,590.9753840999983
103,S33,Bi,Control,Active,Post_1,Left,1,596.2184199000003
0,S34,UL,Attended Visual Field,Active,Post_1,Left,0,1.0756197999580763
1,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,6.416503899963573
2,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,12.5300952999969
3,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,18.960252099961508
4,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,24.49085699999705
5,S34,UL,Attended Visual Field,Active,Post_1,Left,1,29.621358399977908
6,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,34.76916520000668
7,S34,UL,Attended Visual Field,Active,Post_1,Left,0,39.99955020000925
8,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,45.19718149997061
9,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,50.77719190000789
10,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,56.47531099995831
11,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,65.83676299999934
12,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,71.65000640001381
13,S34,UL,Attended Visual Field,Active,Post_1,Left,0,77.04726369999116
14,S34,UL,Attended Visual Field,Active,Post_1,Left,1,84.37676419998752
15,S34,UL,Attended Visual Field,Active,Post_1,Left,1,89.94087729998864
16,S34,UL,Attended Visual Field,Active,Post_1,Left,0,95.47105220000958
17,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,100.81843599997228
18,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,106.04932499997084
19,S34,UL,Attended Visual Field,Active,Post_1,Left,1,111.47951319999991
20,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,116.82674759998918
21,S34,UL,Attended Visual Field,Active,Post_1,Left,0,122.80730099999346
22,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,128.15432319999672
23,S34,UL,Attended Visual Field,Active,Post_1,Left,1,136.58782339998288
24,S34,UL,Attended Visual Field,Active,Post_1,Left,1,142.9135390999727
25,S34,UL,Attended Visual Field,Active,Post_1,Left,1,149.9146390999667
26,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,155.34038619999774
27,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,161.80798039998626
28,S34,UL,Attended Visual Field,Active,Post_1,Left,0,167.26770299999043
29,S34,UL,Attended Visual Field,Active,Post_1,Left,0,173.36635610001397
30,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,181.6108574999962
31,S34,UL,Ignored Visual Field,Active,Post_1,Right,0,187.4239602999878
32,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,193.12121409998508
33,S34,UL,Attended Visual Field,Active,Post_1,Left,1,199.61787249997724
34,S34,UL,Attended Visual Field,Active,Post_1,Left,1,205.2981427999912
35,S34,UL,Ignored Visual Field,Active,Post_1,Right,1,210.6450936999754
36,S34,UL,Attended Visual Field,Active,Post_1,Left,0,215.742624800012
